lcoe_pv,lcoe_wind,lcoe_chosen,technology,cf_pv,cf_wind,flh,lcoh_production,lcoh_capex,lcoh_elec,lcoh_water,nh3_conversion,conv_capex_portion,conv_opex_portion,conv_elec_portion,shipping_distance_km,shipping_cost,reconversion_cost,delivered_cost,grey_ammonia_equivalent,scenario,hex_id,lat,lon
0.07520186560058395,0.07826541297416134,0.07520186560058395,pv,0.2727808710332149,0.33640255955763687,2389.560430250963,5.052050313605872,5.047039880419444,0.004938255841105013,7.217734532329732e-05,1.0526356094195684,0.8022972010243656,0.25,0.0003384083952026278,11814.598190294484,0.3490676738041552,1.17,7.623753596829596,0.45,rising_rates_2025,hex_000,-19.71252741732844,21.42667018270944
0.06748776483390188,0.07872179996158284,0.06748776483390188,pv,0.3039607320280552,0.33445227703370684,2662.6960125657633,4.5338257649603575,4.5293216842007,0.004431696557426224,7.238420223099157e-05,0.9703023864264707,0.7199986914847182,0.25,0.00030369494175255845,11881.897044177658,0.35105604903252174,1.17,7.02518420041935,0.45,rising_rates_2025,hex_001,-23.73345872297537,24.54513625407894
0.07923648738098103,0.07589114987292024,0.07589114987292024,wind,0.25889121388253133,0.34692695121144884,3039.080092612292,3.9734004408564054,3.9683741200062617,0.004983518841655096,4.280200848853731e-05,0.8811697826932412,0.630828272518813,0.25,0.0003415101744281411,8748.591439172718,0.2584811107028303,1.17,6.283051334252478,0.45,rising_rates_2025,hex_002,-18.69682496106341,15.561555013934129
0.07279320142739906,0.08678270203030211,0.07279320142739906,pv,0.28180695449024185,0.3033863273829629,2468.6289213345185,4.890193515193797,4.885386654884207,0.004780086893732539,2.6773415857907374e-05,1.0269277413887474,0.7766001719823241,0.25,0.0003275694064232958,8754.018502635603,0.2586414557596883,1.17,7.345762712342233,0.45,rising_rates_2025,hex_003,-20.631583651287634,16.186435884488162
0.07067163813760341,0.09242286219531605,0.07067163813760341,pv,0.2902668021067851,0.28487199621348325,2542.7371864554375,4.747705261423204,4.743001696121304,0.004640770904369291,6.279439753088955e-05,1.004284124366378,0.7539661019947588,0.25,0.0003180223716192153,8934.739006930698,0.2639809252047706,1.17,7.185970310994352,0.45,rising_rates_2025,hex_004,-27.86987182534821,17.57378135786131
0.06896131187644988,0.08647778296237987,0.06896131187644988,pv,0.2974657796331077,0.3044560619783353,2605.8002295860238,4.632798719092678,4.628216181431846,0.004528459479886876,5.4078180945868125e-05,0.9860296734965236,0.7357193475930796,0.25,0.0003103259034440244,8744.059940881121,0.2583472255260331,1.17,7.047175618115235,0.45,rising_rates_2025,hex_005,-17.292531780358928,13.65259902718
0.06847215218599959,0.12371227133711683,0.06847215218599959,pv,0.29959085185647855,0.2128219372643923,2624.415862262752,4.599914765368583,4.595387096064353,0.0044963379935473065,3.1331310683020857e-05,0.9808088324560453,0.7305007077712083,0.25,0.0003081246848369981,8748.897107753657,0.2584901418199944,1.17,7.009213739644622,0.45,rising_rates_2025,hex_006,-19.866323576115764,12.818901074696605
0.06815456153571968,0.1162339492446025,0.06815456153571968,pv,0.3009869029983987,0.22651458907188401,2636.6452702659726,4.578557326034793,4.574072562644074,0.004475482874178926,9.280516540013718e-06,0.9774191616932579,0.7271124661663472,0.25,0.0003066955269107385,8707.063951989785,0.25725416221788,1.17,6.983230649945931,0.45,rising_rates_2025,hex_007,-19.567228336676557,17.65986896716307
0.07285402727859995,0.11270545914266013,0.07285402727859995,pv,0.28157167377177655,0.23360612209579906,2466.5678622407627,4.8943137582380745,4.889468874046187,0.004784081124628064,6.08030672596087e-05,1.0275769406307766,0.777249097508023,0.25,0.00032784312275369975,8924.629124889498,0.26368222414446246,1.17,7.355572923013313,0.45,rising_rates_2025,hex_008,-27.46263640789345,14.176730886712376
0.07335727710474557,0.10441388687204739,0.07335727710474557,pv,0.27964001952470235,0.25215693082671553,2449.6465710363927,4.928083272393748,4.923243593889725,0.0048171278632116255,2.2550640811926572e-05,1.0329481668320526,0.7826180590850813,0.25,0.0003301077469713551,11796.307677710283,0.3485272722959856,1.17,7.479558711521786,0.45,rising_rates_2025,hex_009,-23.5953687452532,20.377395925555145
0.06790668301362883,0.07935414847489942,0.06790668301362883,pv,0.30208558998137164,0.33178713092323586,2646.2697682368157,4.561971650094857,4.557436635110884,0.00445920551789496,7.580946607794373e-05,0.9747735341273526,0.7244679540537913,0.25,0.00030558007356132973,8901.22389062879,0.262990705859487,1.17,6.969735890081696,0.45,rising_rates_2025,hex_010,-24.550423709209024,17.12012686421263
0.07216811701288071,0.10229193500312468,0.07216811701288071,pv,0.2842478264770126,0.2573876938444766,2490.01095993863,4.848195115258134,4.843435222649018,0.004739039683845835,2.0852925270157764e-05,1.0202561647466155,0.7699314082200573,0.25,0.00032475652655796324,11698.2904711288,0.34563130937425995,1.17,7.384082589379009,0.45,rising_rates_2025,hex_011,-17.878820133816777,22.657494744809725
0.07717306806496935,0.09159564290677054,0.07717306806496935,pv,0.26581333250325534,0.2874447344197548,2328.524792728517,5.184412855319369,5.179333638967594,0.005067698136266321,1.1518215508414156e-05,1.073674413160084,0.8233271343537917,0.25,0.00034727880629236205,11739.2097960862,0.34684028942981954,1.17,7.774927557909273,0.45,rising_rates_2025,hex_012,-21.273618559032023,20.803711428031487
0.07647658919603452,0.06873325142436484,0.06873325142436484,wind,0.2682341173619408,0.38305601297380576,3355.5706736505385,3.598666112926909,3.594085167942091,0.004513483510199958,6.746147461775602e-05,0.8216391362887508,0.5713298366573412,0.25,0.00030929963140964177,8796.969102388975,0.25991045075240155,1.17,5.850215699968061,0.45,rising_rates_2025,hex_013,-19.12686064075004,15.373132979348576
0.07545401250323346,0.09119961161680773,0.07545401250323346,pv,0.27186931113797264,0.2886929536494987,2381.5751655686404,5.068931014824693,5.063962272746189,0.00495481348771233,1.3928590791185577e-05,1.0553267937572846,0.8049872507010201,0.25,0.00033954305626455057,11783.289372868732,0.34814264056203076,1.17,7.6424004491440085,0.45,rising_rates_2025,hex_014,-23.67902961407203,22.651637219532816
